"Geneid" "Length"
"AC138284.4" 2882
"Gm18329" 589
"Ccdc15" 5773
"AC138284.1" 3236
"Gm34885" 4070
"AC138284.3" 4663
"Hepacam" 3347
"Robo4" 5302
"Robo3" 6848
"AC105958.2" 191
"Msantd2" 3273
"AC105958.1" 2144
"Esam" 2867
"Vsig2" 1979
"Nrgn" 1453
"Siae" 10497
"Spa17" 1061
"Tbrg1" 3901
"Panx3" 3434
"Gm8343" 994
"Tpt1-ps5" 516
"Olfr160" 3492
"Olfr151" 1128
"Olfr874" 2632
"Olfr875" 2045
"Olfr876" 4507
"Gm24764" 199
"CT030124.1" 235
"Olfr877" 2761
"Olfr145" 6796
"Gm6796" 243
"Olfr878" 4243
"Olfr879-ps1" 694
"Olfr880-ps1" 229
"Olfr881" 4237
"Gm45701" 235
"Olfr882-ps1" 450
"Olfr883" 930
"Olfr884" 3185
"Olfr885" 930
"Olfr886-ps1" 708
"Olfr887" 6574
"Olfr888" 2930
"Olfr889" 5682
"Olfr890" 5475
"Olfr891" 951
"Gm17798" 1035
"Olfr892-ps1" 932
"Olfr893" 2924
"Olfr894" 3234
"Olfr143" 3449
"Olfr895" 1558
"Olfr896-ps1" 2921
"Olfr897-ps1" 935
"Olfr25" 6830
"Olfr898" 4169
"Olfr250" 3969
"Olfr251" 4930
"Olfr147" 5356
"Olfr901" 2735
"Olfr902" 2113
"Olfr1543-ps1" 908
"Olfr904" 5197
"Olfr905" 4429
"Olfr906" 3775
"Olfr907" 1919
"Gm23271" 124
"Olfr908" 932
"Olfr911-ps1" 3576
"Olfr910" 1996
"Olfr912" 5726
"Olfr913" 2441
"Olfr914" 4948
"Olfr915" 933
"AC069561.4" 572
"Olfr916" 3685
"AC069561.2" 420
"Olfr917" 930
"AC069561.1" 424
"Olfr918" 3806
"Gm5010" 260
"Olfr919" 2153
"Vwa5a" 4899
"Olfr920" 5711
"AC069561.3" 114
"Olfr921" 4274
"Gm19709" 482
"Olfr922" 4109
"Olfr923" 2924
"Olfr924" 3431
"Olfr26" 931
"Olfr925-ps1" 780
"Olfr926" 1051
"Olfr927-ps1" 782
"Olfr928-ps1" 237
"Olfr929-ps1" 585
"Olfr930" 1384
"Gm20953" 2614
"Olfr931-ps1" 549
"CT025680.1" 375
"Olfr933" 4489
"Olfr934" 2473
"Olfr935" 1693
"Olfr146" 1745
"Olfr936" 937
"Gm25529" 92
"Olfr937" 2259
"AC073947.2" 1130
"Gm25032" 84
"Olfr938" 1190
"AC073947.3" 766
"AC073947.1" 649
"Olfr941-ps1" 935
"Olfr27" 1160
"Olfr942-ps1" 662
"Olfr943" 8314
"CT025685.1" 150
"Olfr944" 1523
"Olfr1537" 4114
"Olfr945" 1864
"Olfr946-ps1" 341
"Olfr947-ps1" 2355
"Olfr948" 4164
"Gm21041" 823
"Olfr949-ps1" 949
"Olfr950-ps1" 878
"Olfr951" 1947
"Olfr952" 1056
"Olfr953-ps1" 892
"Olfr954" 3299
"Olfr955" 1684
"Olfr956-ps1" 867
"Olfr44" 3580
"Olfr957" 1726
"Gm24278" 127
"Olfr958" 3831
"Olfr959" 5650
"AW551984" 6082
"Olfr148" 2775
"Olfr960" 1457
"Olfr961" 3374
"Olfr962-ps1" 442
"Olfr963" 2203
"Olfr964-ps1" 914
"Olfr149" 2806
"Olfr965" 1843
"Olfr966-ps1" 577
"Olfr150" 1867
"Olfr967" 1210
"Olfr968" 4630
"Olfr969" 1597
"Olfr970" 1846
"AC144671.1" 99
"Olfr971" 2027
"Olfr972" 1641
"Olfr229" 3125
"AC159246.1" 249
"Olfr974" 3561
"Olfr975" 2848
"Olfr976" 3383
"Olfr977-ps1" 943
"Olfr978" 1790
"Olfr979" 3398
"Olfr980" 3050
"Olfr981" 8197
"Gm18892" 881
"1700001J11Rik" 2664
"Olfr982" 5576
"Olfr983" 6196
"Olfr984" 5323
"Olfr985" 1879
"Tmem225" 993
"Olfr986" 3487
"Zfp202" 3877
"Scn3b" 5461
"AC135353.1" 630
"Gramd1b" 10075
"1700110K17Rik" 1028
"AC132474.3" 383
"AC132474.2" 573
"AC132474.1" 3686
"Gm5055" 581
"Gm17540" 1528
"Gm35177" 623
"AC242690.1" 1742
"AC140409.2" 3079
"Gm35371" 579
"Gm21915" 402
"AC140409.4" 538
"Clmp" 4591
"AC140409.3" 358
"Gm16095" 253
"AC140409.1" 710
"Gm16096" 834
"Hspa8" 4301
"Snord14c" 86
"Snord14d" 86
"Snord14e" 90
"AC158355.1" 1705
"Bsx" 2960
"Jhy" 3343
"Gm18586" 518
"Crtam" 5131
"Ubash3b" 7326
"AC156031.1" 2555
"Gm35657" 989
"Gm6885" 372
"1700063D05Rik" 1529
"AC156031.2" 3310
"2610203C20Rik" 11379
"Gm25401" 106
"CT009696.3" 2184
"CT009696.2" 432
"CT009696.1" 256
"Mir100" 80
"Mirlet7a-2" 96
"CT009696.4" 3246
"CT025619.3" 3267
"Gm28119" 298
"Mir125b-1" 77
"CT025619.2" 2312
"CT025619.4" 350
"Gm8707" 980
"CT025619.1" 2331
"Gm35835" 7226
"AC160966.1" 2317
"Gm35940" 7483
"CT009721.1" 770
"Gm40513" 411
"Sorl1" 11321
"Gm16214" 1388
"Gm39321" 3605
"4930546K05Rik" 3977
"Sc5d" 4866
"Gm36435" 1178
"Gm26272" 132
"Tecta" 7411
"AC156631.1" 1358
"Tbcel" 8483
"Gm44311" 69
"Gm16322" 767
"Grik4" 5962
"Gm24420" 59
"Gm27509" 79
"AC160123.1" 570
"Arhgef12" 13620
"Gm5831" 1209
"Tmem136" 3578
"Pou2f3" 3088
"Rpl26-ps6" 434
"Oaf" 2629
"D630033O11Rik" 3746
"Trim29" 3473
"Gm36799" 2800
"AC163342.1" 2718
"Gm28215" 346
"Gm36855" 2361
"Gm29909" 1019
"Gm29961" 982
"Gm5364" 889
"AC162938.2" 4724
"AC162938.1" 2323
"Nectin1" 5653
"Gm3898" 909
"Gm23326" 105
"Gm30373" 6037
"Gm10688" 520
"E230034D01Rik" 3488
"AC126459.1" 2123
"Gm39323" 2942
"Thy1" 2995
"Rnf26" 4546
"AC148328.1" 920
"Usp2" 4818
"Mfrp" 4334
"C1qtnf5" 1589
"Gm20444" 648
"AC148328.2" 262
"Gm26737" 2292
"Gm10687" 3233
"Mcam" 3350
"Cbl" 12345
"5830462O15Rik" 1655
"AC124577.1" 487
"Ccdc153" 2036
"Pdzd3" 2194
"Nlrx1" 5750
"Gm10686" 3247
"Abcg4" 5211
"AC124577.2" 2420
"Hinfp" 8303
"C2cd2l" 5836
"Dpagt1" 3425
"AC122428.1" 217
"H2afx" 1384
"Gm44335" 141
"Hmbs" 3909
"Vps11" 4940
"Gm22141" 277
"Gm10080" 438
"9430081H08Rik" 818
"Hyou1" 7230
"Gm26306" 119
"Slc37a4" 2857
"Mir7085" 66
"Trappc4" 2444
"Rps25" 2691
"Ccdc84" 4156
"AC122428.4" 589
"Foxr1" 2291
"Upk2" 1083
"Gm9830" 357
"C030014I23Rik" 3313
"Gm22540" 117
"AC122428.2" 1832
"AC122428.3" 2290
"Bcl9l" 7998
"Cxcr5" 3332
"AC151971.5" 5045
"AC151971.1" 993
"AC151971.6" 866
"Ddx6" 8035
"Gm30671" 318
"E030022I16Rik" 2766
"AC151971.2" 909
"AC151971.3" 404
"Gm3953" 789
"BC049987" 1454
"Treh" 2048
"Phldb1" 7179
"AC151971.4" 704
"Gm24166" 135
"Arcn1" 14915
"AC142113.2" 748
"Ift46" 6416
"Tmem25" 3212
"AC142113.1" 801
"Ttc36" 918
"Kmt2a" 16670
"AC061963.2" 2739
"AC061963.1" 2354
"Gm26249" 118
"Atp5l" 6443
"Gm30934" 815
"Ube4a" 8639
"Gm19121" 1022
"Cd3g" 3269
"Cd3d" 1815
"Cd3e" 4080
"AC122305.3" 361
"AC122305.4" 1206
"Mpzl2" 6968
"AC122305.1" 3921
"Mpzl3" 6987
"Jaml" 3108
"Gm10684" 2300
"AC122305.2" 834
"Scn2b" 4656
"Scn4b" 4982
"Gm39327" 1982
"Tmprss4" 2589
"Gm17099" 412
"BC049352" 2404
"Il10ra" 3498
"Gm20612" 236
"Mir7086" 65
"AC166051.1" 210
"1700003G13Rik" 706
"Tmprss13" 3245
"Fxyd6" 4107
"Fxyd2" 4005
"AC162176.1" 618
"4833428L15Rik" 1812
"Dscaml1" 8909
"Gm22069" 107
"Cep164" 9996
"2610028D06Rik" 1713
"Gm7286" 1007
"Bace1" 6348
"Gm16536" 1589
"AC126804.1" 2079
"Rnf214" 5939
"Gm24646" 99
"Pcsk7" 5202
"Tagln" 1988
"AC122273.1" 2536
"Sidt2" 5146
"Mir7087" 70
"A830035O19Rik" 1898
"Pafah1b2" 8266
"Sik3" 9318
"Apoa1" 1236
"Apoc3" 1014
"AC116503.1" 2192
"Apoa4" 1815
"Gm10680" 702
"Apoa5" 2522
"AC164105.2" 524
"Zpr1" 3583
"Bud13" 4315
"4931429L15Rik" 2125
"Gm39329" 798
"4930448E22Rik" 3135
"Gm31374" 1210
"AC164105.1" 1002
"AC134859.1" 721
"Gm31432" 594
"Gm22659" 130
"AC126806.1" 3869
"Gm22805" 107
"Gm31557" 1229
"Gm8863" 926
"Gm31614" 3231
"2900052N01Rik" 3235
"AC151968.1" 568
"Gm4791" 1021
"Gm31698" 1279
"Gm31816" 2797
"AC121870.2" 1870
"AC121870.1" 4879
"Gm22286" 107
"Cadm1" 10440
"AC122426.1" 2235
"AC122426.2" 2947
"AC183268.3" 282
"AC183268.1" 2837
"AC183268.2" 446
"A730065G17Rik" 3335
"Gm40518" 4321
"Nxpe4" 5911
"Nxpe2" 4102
"Nxpe1-ps" 1804
"Gm5616" 384
"Rexo2" 3385
"Rbm7" 4941
"Gm5617" 531
"Gm23653" 97
"Nnmt" 1576
"Zbtb16" 5283
"Gm32335" 2948
"Htr3a" 2083
"Htr3b" 2411
"Usp28" 5832
"Cldn25-ps" 693
"1700042D02Rik" 389
"Zw10" 3827
"Tmprss5" 3058
"Gm4894" 2294
"Drd2" 2547
"Ankk1" 2948
"Ttc12" 4545
"Ncam1" 8664
"Gm11149" 3198
"Gm25633" 107
"AC123069.1" 824
"Gm8907" 1003
"Gm4042" 637
"2310003N18Rik" 458
"Gm39336" 260
"Rpl10-ps3" 768
"Plet1os" 1245
"Plet1" 1947
"Pts" 6101
"AC127254.1" 524
"Bco2" 2118
"Il18" 1031
"Tex12" 1016
"Sdhd" 1231
"Timm8b" 518
"AU019823" 5321
"Pih1d2" 2813
"Dlat" 4886
"Dixdc1" 9971
"2310030G06Rik" 1979
"Hspb2" 834
"Cryab" 1479
"1110032A03Rik" 5293
"Fdxacb1" 3256
"Alg9" 3889
"Ppp2r1b" 6449
"Gm25558" 106
"Sik2" 9539
"Layn" 2409
"Btg4" 2556
"4833427G06Rik" 973
"Mir34c" 77
"Mir34b" 84
"Gm32742" 8516
"Pou2af1" 2549
"AC160052.1" 1248
"Colca2" 1278
"2010007H06Rik" 4934
"1810046K07Rik" 1437
"CT030181.1" 3549
"Gm7293" 1007
"Gm8959" 571
"Arhgap20" 12685
"Arhgap20os" 2647
"Gm6980" 1003
"4933407I05Rik" 2462
"Fdx1" 3104
"Gm6981" 1008
"Rdx" 4639
"Gm27686" 91
"Zc3h12c" 6845
"Mir6244" 117
"Gm25562" 133
"AC165245.1" 636
"AC166902.3" 991
"AC166902.2" 1813
"AC166902.1" 517
"AI593442" 5823
"Gm1715" 1018
"Gm22242" 118
"AC091260.1" 229
"Ddx10" 3128
"AC112956.1" 492
"4930510E17Rik" 1639
"Exph5" 10519
"Kdelc2" 3642
"Mir130c" 82
"4930550C14Rik" 3539
"Atm" 10338
"Npat" 6248
"Acat1" 3758
"Cul5" 8165
"Gm22304" 129
"Gm16124" 516
"Rab39" 2971
"Rps6-ps3" 750
"AC160134.1" 551
"Slc35f2" 2716
"Sln" 1318
"Gm16380" 478
"Elmod1" 4434
"Tnfaip8l3" 4585
"AC157476.2" 3200
"AC157476.1" 169
"Cyp19a1" 4522
"Gldnos" 841
"Gldn" 4658
"Dmxl2" 13285
"Gm25980" 218
"Sh2d7" 2759
"Cib2" 1433
"Idh3a" 5072
"Acsbg1" 3604
"Gm7368" 367
"Dnaja4" 3589
"Mir5710" 69
"Wdr61" 4669
"Crabp1" 802
"Rab7-ps1" 622
"Ireb2" 9479
"Hykk" 8936
"AY074887" 769
"Psma4" 2370
"Chrna5" 3126
"Chrna3" 5265
"Chrnb4" 3723
"AC156832.1" 811
"AC156832.3" 435
"AC156832.2" 1295
"Gm7395" 1045
"Ube2q2" 4305
"Fbxo22" 2394
"Nrg4" 6075
"Gm15625" 1093
"Tmem266" 4714
"Etfa" 1835
"Gm5917" 721
"Isl2" 2193
"Gm17226" 791
"Scaper" 5428
"Gm23407" 91
"Gm7435" 2892
"4930563M21Rik" 1924
"Gm7439" 835
"Gm7444" 2428
"Rcn2" 4745
"Pstpip1" 3830
"Tspan3" 4274
"Peak1" 12351
"Gm24270" 57
"Gm29322" 582
"Peak1os" 1264
"Gm37842" 1569
"Gm36940" 2036
"Hmg20a" 9314
"AC159819.3" 1837
"AC159819.1" 328
"AC159819.2" 342
"Gm26868" 2655
"Lingo1" 4715
"AC126257.2" 2300
"Odf3l1" 1306
"Cspg4" 11931
"AC126257.1" 1536
"Snx33" 4571
"4930442G15Rik" 1000
"Gm19936" 838
"Imp3" 924
"Snupn" 1391
"Ptpn9" 4657
"Gm10658" 1466
"Sin3a" 5385
"2700012I20Rik" 684
"Man2c1os" 2157
"Man2c1" 7052
"Neil1" 1871
"Commd4" 2683
"1700041C23Rik" 395
"Trcg1" 2701
"1700017B05Rik" 5235
"Gm18996" 755
"Gm5121" 627
"Ppcdc" 5803
"Scamp5" 3707
"D9Wsu149" 594
"Gm18103" 779
"Gm6166" 409
"Rpp25" 1423
"Cox5a" 2101
"Gm26631" 2505
"Fam219b" 3087
"Mpi" 3142
"Scamp2" 3238
"Ulk3" 4157
"Cplx3" 2953
"Lman1l" 1685
"Csk" 3737
"Cyp1a2" 2013
"Cyp1a1" 2787
"Edc3" 5804
"Clk3" 8450
"Gm17231" 1106
"Arid3b" 7976
"Ubl7" 2402
"Sema7a" 3298
"Gm17322" 2169
"Cyp11a1" 4804
"Ccdc33" 5342
"Gm16130" 2799
"Stra6" 5829
"Gm16131" 659
"Islr" 2686
"AC160976.1" 148
"Islr2" 5921
"1600029O15Rik" 1809
"Pml" 5571
"Mir6385" 105
"Stoml1" 3093
"Loxl1" 3297
"Tbc1d21" 1332
"1700072B07Rik" 445
"4930461G14Rik" 843
"6030419C18Rik" 2331
"Cd276" 3658
"Gm10657" 1031
"Nptn" 6168
"Rec114" 1277
"Gm20620" 168
"Hcn4" 6118
"Neo1" 8716
"CT033754.1" 531
"Gm7589" 534
"Gm33053" 1144
"Adpgk" 9609
"Bbs4" 6039
"Arih1" 7707
"Rps11-ps1" 475
"Gm33180" 1480
"Tmem202" 1704
"Hexa" 1996
"Celf6" 3621
"Parp6" 7763
"Pkm" 5001
"AC160637.1" 3887
"Gramd2" 6138
"Senp8" 3965
"Myo9a" 13034
"Gm7613" 487
"Gm20275" 1387
"Gm2735" 277
"AC156795.1" 414
"Nr2e3" 3369
"Gm7616" 624
"Gm15507" 1246
"Thsd4" 13986
"Gm23668" 111
"2010001M07Rik" 364
"AC158238.1" 1965
"Gm22099" 123
"9230112J17Rik" 2448
"AC112680.3" 488
"AC112680.2" 595
"AC112680.1" 1349
"Lrrc49" 6310
"B930082K07Rik" 2478
"Larp6" 2440
"1700036A12Rik" 1828
"Uaca" 5807
"Gm9869" 680
"AC160562.2" 2201
"Gm5122" 1831
"AC160562.1" 3468
"Gm39348" 960
"Gm34004" 3030
"Gm33914" 2150
"4933433G08Rik" 1845
"I730028E13Rik" 1959
"Gm34105" 571
"B930092H01Rik" 2678
"Gm10655" 1397
"Tle3" 11653
"Gm34322" 719
"AC126672.1" 396
"Gm34424" 1652
"AC153363.1" 359
"Gm19208" 912
"Rplp1" 499
"Kif23" 7901
"Paqr5" 3954
"Gm23221" 93
"Glce" 6828
"Mir5133" 77
"AC113291.1" 403
"AC113291.2" 1205
"Gm25603" 105
"Spesp1" 3042
"Gm35288" 2731
"Anp32a" 3166
"Coro2b" 5919
"n-R5s84" 109
"Itga11" 5131
"Gm7653" 508
"Fem1b" 6785
"Gm26609" 852
"Cln6" 2434
"Gm10653" 1347
"AC164614.1" 397
"Calml4" 3642
"Pias1" 6830
"Gm24526" 158
"AC159821.1" 248
"Gm6082" 454
"Gm25064" 107
"Skor1" 3796
"Map2k5" 3240
"2300009A05Rik" 2000
"Gm16759" 6107
"Iqch" 6914
"Gm25995" 142
"Gm6257" 910
"Aagab" 5681
"Smad3" 5542
"Gm2553" 605
"Gm18541" 538
"Gm36033" 938
"Smad6" 3205
"1700055C04Rik" 355
"Gm25606" 95
"1110036E04Rik" 777
"Scarletltr" 305
"Lctl" 2604
"Zwilch" 4283
"Rpl4" 2007
"Gm23344" 68
"Snord16a" 99
"Gm22571" 70
"Gm23136" 99
"Gm22455" 71
"Snapc5" 1228
"Map2k1" 3391
"Gm24106" 127
"AC160118.1" 2457
"Uchl4" 1162
"Tipin" 1869
"Gm24289" 135
"Dis3l" 5458
"Megf11" 11181
"Rab11a" 2992
"AC147560.1" 107
"Dennd4a" 16643
"Gm24347" 142
"Slc24a1" 5213
"Ints14" 3277
"Gm25640" 125
"Hacd3" 2709
"Dpp8" 13707
"AC122463.1" 597
"Igdcc4" 9481
"Igdcc3" 3604
"Parp16" 3886
"Gm25313" 116
"Rnu5g" 116
"Cilp" 4252
"Clpx" 3494
"Gm16218" 388
"Gm39363" 723
"Gm19219" 724
"AC114645.1" 187
"Pdcd7" 2498
"Ubap1l" 2362
"Gm17875" 941
"Kbtbd13" 2969
"Rasl12" 6568
"Slc51b" 709
"Mtfmt" 3655
"AC114645.2" 791
"Spg21" 3567
"Ankdd1a" 2616
"Gm17749" 690
"Plekho2" 5547
"Pif1" 4388
"Rbpms2" 2506
"Oaz2" 2990
"Zfp609" 8268
"Trip4" 8394
"n-R5s85" 113
"Gm16073" 517
"Pclaf" 4813
"Gm23248" 108
"Csnk1g1" 15621
"Gm22657" 132
"Ppib" 3305
"Snx22" 2891
"Snx1" 4339
"Fam96a" 1240
"Dapk2" 3512
"Herc1" 27464
"Gm23428" 102
"Gm28379" 3157
"Fbxl22" 3935
"Usp3" 6848
"Gm15563" 410
"Car12" 7597
"Aph1b" 5163
"Gm10647" 2036
"BC050972" 1052
"Ppp1r2-ps4" 633
"Aph1c" 5205
"Gm17098" 628
"Rab8b" 4733
"Rps27l" 816
"Lactb" 2036
"Gm24225" 98
"Tpm1" 6485
"Gm10646" 3293
"Gm22145" 148
"Gm19299" 1629
"Tln2" 18357
"Mir190a" 67
"AC107740.1" 2401
"CT573422.1" 405
"Mir7241" 64
"Mir7242" 79
"Gm7787" 688
"M5C1000I18Rik" 1519
"C2cd4b" 1327
"C2cd4a" 1395
"Vps13c" 16299
"Gm20745" 3796
"Gm28195" 372
"Gm22382" 130
"Gm19987" 499
"Gm22169" 107
"4930502A04Rik" 865
"Gm22962" 73
"AC157085.1" 162
"Rora" 13071
"Gm15511" 557
"Ice2" 7736
"Gm7802" 262
"Gm18587" 841
"Gm4978" 801
"Anxa2" 3731
"Mir3109" 88
"Gm16144" 827
"AC160016.1" 448
"Foxb1" 2984
"B230323A14Rik" 2931
"Gm18745" 548
"Gm28731" 1569
"Bnip2" 3455
"Gtf2a2" 4047
"Gcnt3" 4301
"AC157950.1" 2168
"2210414F02Rik" 396
"Fam81a" 4397
"Gm24257" 131
"Gm26849" 1842
"Myo1e" 5704
"Mir5626" 60
"Ccnb2" 1531
"Rnf111" 8849
"Gm24615" 113
"Gm23588" 99
"Gm23730" 107
"Gm22229" 108
"Sltm" 11276
"Mindy2" 8600
"Gm10642" 1610
"Adam10" 4913
"Lipc" 2150
"Gm25149" 82
"Gm3436" 840
"Gm32017" 1723
"Aqp9" 4143
"AC098716.1" 703
"Gm32511" 2101
"Aldh1a2" 2264
"AC167017.1" 412
"Polr2m" 2424
"Gcom1" 1726
"Myzap" 5635
"Gm6018" 1306
"Cgnl1" 7844
"Gm27220" 262
"Gm37660" 1732
"Tcf12" 15529
"Gm38057" 3203
"Gm38111" 2741
"Gm18821" 709
"Gm37879" 1995
"Gm27152" 99
"Gm37663" 2299
"Gm37023" 2426
"A430027C01Rik" 1644
"Gm27450" 90
"Gm37137" 2684
"Rpl15-ps2" 613
"Gm25045" 99
"Gm7863" 805
"Uba52-ps" 379
"Gm27159" 432
"Gm27188" 510
"Gm7870" 616
"Gm25163" 104
"Gm27253" 367
"Zfp280d" 19017
"Gm19353" 445
"Gm17828" 799
"Gm37983" 2006
"Gm37303" 1559
"Gm37581" 988
"BC065403" 1867
"Gm37150" 2754
"Gm27230" 1123
"Gm27255" 529
"Gm27254" 517
"Mns1" 5363
"Gm36948" 3247
"Gm27231" 551
"Tex9" 8798
"Gm28010" 126
"4930509E16Rik" 1191
"Rfx7" 15302
"Gm19427" 208
"Gm37105" 2085
"Gm18014" 817
"Gm27241" 794
"Gm27232" 597
"Gm23057" 107
"Nedd4" 10973
"A530064N14Rik" 1492
"Gm7265" 3502
"Gm37955" 212
"Gm36936" 2749
"Gm27204" 527
"Prtg" 9158
"Gm27203" 307
"A730062M13Rik" 1910
"Gm37234" 1441
"Pygo1" 7916
"Dyx1c1" 1975
"Gm44503" 4383
"Gm23567" 107
"Gm37710" 1274
"Ccpg1os" 2404
"Ccpg1" 7497
"Gm27353" 122
"Pigb" 10434
"Gm38192" 1847
"2310009A05Rik" 2999
"Rab27a" 3879
"Gm27186" 307
"Khdc3" 2050
"Gm20509" 1016
"Rsl24d1" 1716
"Gm38215" 2233
"Gm5745" 313
"Gm27211" 631
"Unc13c" 8796
"Gm37611" 2028
"Gm27148" 160
"Gm25105" 130
"Gm37326" 3071
"n-R5s86" 119
"Wdr72" 7486
"Gm24141" 115
"Nr1h2-ps" 478
"Gm28622" 507
"Gm27189" 190
"Gm27233" 307
"Gm22315" 143
"Gm16551" 3708
"Gm20649" 2740
"Gm28182" 2477
"Onecut1" 4113
"Fam214a" 6637
"Arpp19" 4957
"Gm2981" 694
"Myo5a" 14803
"Gm9719" 543
"Gm16353" 1223
"Myo5c" 9697
"Gnb5" 3115
"Gm19531" 1377
"AC133947.1" 614
"Bcl2l10" 1220
"Mapk6" 6675
"Gm18015" 316
"Gm5366" 1338
"4933433G15Rik" 1815
"Leo1" 4846
"Gm7972" 3237
"Tmod3" 11151
"AC123832.2" 129
"Tmod2" 11683
"AC123832.1" 2371
"Lysmd2" 1543
"Scg3" 2738
"Gm37871" 688
"Gm3671" 1007
"Bmp5" 4025
"AC079245.1" 1454
"Gm26903" 4583
"Gm44355" 104
"Gm34005" 282
"Gm25300" 84
"Hmgcll1" 5449
"Gm38083" 3498
"Gfral" 2080
"Hcrtr2" 6162
"Gm27234" 581
"Fam83b" 3879
"Gm27156" 754
"Gm27245" 376
"Gm22938" 120
"Gm34158" 567
"Gm27155" 898
"Gm23791" 293
"AC117570.1" 1886
"Gm18486" 298
"Tinag" 1735
"Gm27158" 238
"Gm19541" 2868
"Gm5746" 2200
"Mlip" 8916
"Gm27210" 402
"Gm38254" 1009
"4930590H14Rik" 551
"5730403I07Rik" 2033
"Lrrc1" 8195
"Gm19569" 1509
"Gm21013" 1201
"Gm25250" 76
"Klhl31" 6494
"CT030709.2" 399
"CT030709.1" 443
"AC160124.1" 519
"Gclc" 3766
"Gm34654" 535
"AC159886.2" 2740
"Gm19572" 338
"AC159886.1" 1091
"Elovl5" 3522
"Gm34829" 1131
"Gm23609" 127
"Gm39375" 1039
"AC160334.1" 145
"Gcm1" 2068
"Gm8058" 587
"Fbxo9" 3103
"Ick" 11524
"Rn7sk" 331
"C920006O11Rik" 1444
"Gsta4" 1266
"Gm3126" 1468
"Gsta1" 956
"Dppa5b" 348
"Gm3776" 874
"Dppa5c" 348
"Gm10639" 1074
"Omt2a" 1465
"Gm8074" 252
"Omt2b" 1546
"Gsta2" 1177
"Dppa5a" 619
"Ooep" 2138
"Gm8087" 567
"4930542C12Rik" 1203
"Ddx43" 2207
"Gm8093" 2203
"Mb21d1" 4126
"Gm17324" 922
"Mto1" 4078
"Eef1a1" 2493
"Gm26377" 108
"AC158987.1" 961
"Slc17a5" 3627
"Cd109" 6900
"4921509A06Rik" 392
"AC161256.1" 213
"Gm46138" 426
"Gm8116" 1201
"AC156164.1" 225
"Gm18863" 1299
"Gm35024" 972
"CT486006.1" 227
"AC160338.2" 281
"Gm28620" 439
"AC160338.3" 384
"AC160338.1" 705
"Aldoa-ps3" 306
"Aldoa-ps4" 753
"Gm39377" 2533
"Gm35262" 267
"Gm10635" 3721
"Gm8125" 738
"Col12a1" 15228
"4930562D21Rik" 1750
"Cox7a2" 944
"Tmem30a" 5646
"4930429F24Rik" 1520
"Filip1" 5097
"Gm20477" 280
"Gm3211" 304
"Gm8131" 1570
"Gm25433" 286
"Gm46146" 346
"Senp6" 7016
"Gm20648" 328
"Gm17477" 2581
"Myo6" 12078
"Gm27227" 633
"Impg1" 3630
"Gm18292" 919
"AC156794.1" 214
"Gm39380" 192
"Gm27224" 564
"Gm27225" 557
"Gm26713" 627
"Gm8151" 871
"Gm27226" 511
"Htr1b" 4724
"D430036J16Rik" 2234
"Gm9531" 1080
"Gm26907" 729
"Mei4" 4121
"Gm37837" 604
"Gm19228" 717
"Gm15896" 440
"Gm23748" 131
"Gm35548" 441
"1700063H06Rik" 445
"Gm22836" 61
"Gm24393" 97
"Gm27249" 328
"Irak1bp1" 2158
"Phip" 33312
"Gm39383" 1009
"Gm27248" 166
"AC166078.1" 584
"Hmgn3" 1869
"Gm2065" 2757
"Gm29054" 1450
"Gm38279" 1131
"Gm27216" 724
"Gm46123" 6424
"Lca5" 6306
"Rps27a-ps2" 467
"Gm2087" 366
"Gm37307" 2621
"Gm28552" 388
"Gm28477" 406
"Sh3bgrl2" 7865
"Gm39384" 743
"Gm36120" 1734
"Gm2109" 1409
"Elovl4" 3026
"Ttk" 4919
"Gm36278" 918
"Bckdhb" 1805
"Gm29163" 107
"Gm29164" 1024
"Gm46124" 1183
"Gm26146" 185
"Gm18487" 878
"Gm8226" 798
"Gm39388" 1041
"Gm26126" 164
"AC109212.1" 427
"4930554C24Rik" 3156
"AC107808.2" 1027
"Gm28625" 205
"AC107808.1" 386
"Gm8228" 2192
"Gm28070" 445
"AC156801.1" 493
"AC156801.2" 487
"Gm11114" 57
"Fam46a" 5703
"AC159809.2" 3422
"Gm36927" 1841
"AC159809.1" 520
"Gm25125" 136
"AC158518.1" 320
"AC155934.1" 322
"Ibtk" 8628
"4933431K14Rik" 1352
"Gm22830" 130
"Gm5619" 760
"Gm18766" 808
"9330154J02Rik" 4057
"Tpbg" 3828
"AC158516.1" 205
"Gm18016" 801
"Ube2cbp" 1790
"Gm16202" 544
"Dopey1" 20476
"Gm17530" 472
"Pgm3" 4487
"Rwdd2a" 1380
"Me1" 3848
"Gm38230" 1159
"A330041J22Rik" 1825
"Gm25949" 114
"Gm22138" 128
"Gm37484" 2523
"Prss35" 3444
"Snap91" 9126
"Gm37941" 2309
"Gm36539" 497
"Ripply2" 735
"Cyb5r4" 6736
"Gm8282" 483
"Mrap2" 2257
"Gm37012" 1078
"Cep162" 11607
"Gm24649" 134
"Gm9540" 478
"Gm37375" 387
"Tbx18" 4718
"D030062O11Rik" 2806
"Gm37374" 1829
"Gm9541" 502
"Gm25528" 132
"Gm23176" 130
"Gm28877" 604
"Gm2324" 662
"Gm5368" 589
"Gm28231" 2599
"Gm5066" 822
"AC116713.1" 430
"Nt5e" 8602
"Snx14" 6107
