Geneid	E4-1	E4-2	LN-D4-1	LN-D4-2	LN-F6-1	LN-F6-2	LN-N4-1	LN-N4-2	LN-N4-3	N1	N2	N3	T-D4-1	T-D4-2	T-D4-3	T-F6-2	T-F6-3	T-N4-1	T-N4-2
Actr6	1170	1403	1994	1648	1795	1638	1898	2118	1850	2730	2706	2725	1257	1305	1255	958	1511	1389	1219
Uhrf1bp1l	1937	2466	4318	3174	5100	5340	4732	5377	5130	2887	4079	3500	4616	4714	4464	1158	2951	3594	2798
Gm26180	0	0	2	1	1	2	2	5	5	1	3	4	4	5	6	0	2	5	1
Anks1b	0	0	0	0	0	0	0	3	10	4	1	2	0	0	6	0	0	12	1
Gm5780	3	7	6	3	3	3	6	8	12	4	8	7	5	0	2	1	5	5	3
Gm22602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC132465.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18670	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
AC132465.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC132465.1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
AC151984.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apaf1	1561	2650	2312	1121	2238	2517	1919	2289	1561	1913	1760	1781	3040	3135	2997	801	2685	3995	3380
Gm25390	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Ikbip	115	154	190	77	95	104	94	147	154	86	74	72	453	358	335	441	717	303	666
Slc25a3	17458	16053	15649	14358	11140	11145	11578	14847	14132	11933	11036	11235	12644	12166	14722	6539	12438	12339	13678
Gm24119	29	14	2	7	10	6	6	6	2	4	3	2	9	8	29	9	7	8	13
Tmpo	18160	24392	32904	19681	17778	13666	10682	21466	13556	7831	7791	7573	2447	1681	2596	1735	2441	1858	2016
Gm26765	200	30	20	25	28	14	8	11	7	9	14	6	15	0	33	33	7	19	12
4930534H03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC122188.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm18705	2	1	1	2	1	0	0	2	1	2	2	3	1	1	0	1	0	0	2
AC142407.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC123944.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC123944.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC123803.1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm31592	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
RMST_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir135a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8512	1	4	0	0	1	0	1	2	0	0	1	0	1	0	0	0	0	0	0
AC151843.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930401A07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm18043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4800	9	19	13	17	8	7	12	12	9	9	9	11	2	4	3	4	1	4	4
AC122372.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Gm22582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nedd1	2373	4179	4073	1367	3206	2899	2758	4010	3450	2578	2866	2751	3034	3040	3294	2320	3888	3383	4018
Gm24241	3	0	1	0	0	2	5	0	0	3	0	1	0	2	9	0	0	1	1
AC122335.1	16	1	4	0	7	0	1	2	2	14	4	0	2	0	10	4	1	0	2
AC122335.2	218	97	91	89	62	82	80	107	109	189	163	143	43	57	76	66	37	40	33
Cfap54	122	25	28	36	16	11	25	60	24	7	0	0	149	104	122	376	234	138	191
Gm32468	2	0	0	0	1	0	0	3	10	0	0	0	10	2	0	0	19	4	9
Cdk17	5789	8398	6137	4872	8492	9351	8373	9325	8512	8475	7338	8388	4046	3348	4981	2067	3233	3200	3813
Mir1931	102	34	26	28	28	22	40	30	20	43	34	24	35	27	64	6	18	11	14
Elk3	1640	2866	2988	2041	4446	4591	4636	4694	4294	3053	2794	2896	4304	3578	3491	3731	4801	4288	4751
Gm32688	0	1	0	0	2	1	0	1	0	0	2	3	0	4	2	0	3	0	0
Gm17745	62	60	153	266	208	198	156	277	369	4	4	4	691	564	684	1035	1023	417	690
AC161054.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7688	27	4	2	1	3	0	0	0	0	0	0	0	0	1	0	2	1	0	1
Lta4h	7730	12783	11467	9049	10323	8700	9274	11896	9382	10017	9202	10561	14752	13786	14269	17520	16877	17537	19761
Hal	0	0	1	0	0	0	7	0	7	0	0	0	2	1	14	27	0	7	17
Amdhd1	9	28	8	26	13	7	8	9	8	14	2	6	4	17	1	19	9	25	13
Ccdc38	19	25	14	10	9	8	5	12	11	24	18	26	6	6	14	14	18	15	6
Snrpf	2314	1607	1858	1949	859	782	825	1385	1387	754	709	795	858	795	790	687	1172	865	994
4933408J17Rik	6	4	6	5	6	9	4	16	2	6	27	2	1	1	2	0	4	2	0
AC124585.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntn4	0	5	1	2	12	27	7	3	0	1	28	2	14	0	0	0	0	0	2
Gm8580	5	1	0	3	1	0	1	3	0	1	0	0	0	1	1	0	2	1	0
Gm15915	0	0	1	3	3	1	0	3	0	4	13	4	0	0	0	0	0	0	1
Gm15963	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Gm3571	68	50	45	49	15	11	6	21	15	33	28	29	9	7	3	7	13	8	7
Gm26239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp44	9	3	37	37	10	3	11	5	3	4	1	2	27	14	44	75	31	31	29
Metap2	11102	12082	14610	12153	8879	8365	8061	11096	10226	5601	6344	6064	7678	7547	7394	9490	9258	6339	8112
4930471D02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC124686.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vezt	374	516	858	730	469	464	443	595	412	606	552	677	836	874	1036	1088	973	737	679
Mir331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC122901.2	4	0	5	5	1	0	1	0	0	0	7	10	0	0	12	0	0	5	0
AC122901.1	101	30	22	21	37	17	29	23	12	77	59	46	35	33	104	26	14	85	16
Fgd6	45	111	105	72	140	156	108	91	77	110	190	125	435	722	717	64	267	329	333
Gm18391	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0
AC127596.1	1	3	0	0	0	0	0	2	0	0	0	0	0	1	40	0	0	10	12
Nr2c1	324	405	210	108	312	294	462	312	257	798	846	735	383	365	598	683	646	754	791
Gm26122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa12	4337	2832	3508	3788	1941	1621	1985	2682	2945	1497	1379	1525	1688	1692	1762	3836	2598	1513	1823
Gm4792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmcc3	138	117	90	18	48	56	83	47	65	170	552	278	185	84	182	785	1008	135	699
Gm16155	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Tmcc3os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	2
AC153506.3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
AC153506.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Cep83os	263	157	323	204	177	192	362	348	398	461	431	446	516	589	311	677	791	454	983
AC153506.1	149	64	99	103	110	79	122	176	153	269	244	161	66	102	237	197	102	135	152
Cep83	3161	1671	2506	1616	1551	1397	1330	1866	1869	1125	1450	1236	538	531	843	184	466	440	377
AC159542.1	3	4	3	6	2	8	4	5	4	4	8	0	11	1	15	3	10	2	0
Plxnc1	1429	2200	2711	1944	5110	6222	5323	6313	6203	562	956	957	1850	1499	1575	1717	1377	1702	1685
Gm24186	2	0	1	0	2	2	6	0	3	1	0	1	0	2	0	0	3	0	0
AC159379.2	16	7	8	2	9	9	15	6	7	5	0	0	2	0	6	0	0	0	0
Gm25266	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC159379.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155710.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29684	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Gm33091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC153940.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cradd	582	562	496	573	546	460	571	595	552	447	594	547	639	675	803	772	565	560	604
AC153366.2	12	3	0	5	0	0	3	0	0	0	1	0	3	3	7	0	0	4	6
AC153366.1	16	5	5	3	1	4	0	3	1	11	9	6	7	14	16	21	14	13	10
2310039L15Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Socs2	98	65	142	134	67	56	37	38	33	5	13	2	809	1182	991	101	491	1272	812
5730420D15Rik	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	3
AC167222.1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	4	6	1	2
AC167222.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3619	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Mrpl42	6781	5252	5992	5954	4159	3573	3929	5080	5546	3538	2956	3115	3377	3455	3421	5213	4705	3207	3621
Ube2n	4665	5504	5231	3771	4382	3693	3911	5232	5015	2776	2578	2767	4317	4592	3713	4813	5552	3491	4504
Nudt4	3412	5911	4596	2645	3694	3193	2743	3992	3229	1328	1626	1429	577	449	715	398	533	465	395
Mir3058	4	4	0	0	0	1	1	0	0	0	0	0	2	1	0	3	1	0	1
Gm23776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC153937.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Anapc15-ps	15	9	6	13	8	8	3	7	9	0	3	3	2	1	0	2	2	0	2
AC153937.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC153937.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
1110019B22Rik	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0
AC153937.2	0	5	0	5	0	0	0	1	0	0	0	0	0	0	2	6	0	0	5
4732465J04Rik	0	1	5	0	2	2	3	2	1	5	5	3	3	17	11	14	10	4	9
AC160863.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AC160863.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1
Gm33543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC160863.1	5	10	9	6	11	12	7	6	12	11	7	7	2	5	1	2	5	1	2
AC160863.2	1	0	2	0	4	1	3	6	4	0	0	0	0	0	0	4	1	0	0
Gm24433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eea1	1691	648	1158	585	1919	1531	1614	4043	4287	144	67	95	1357	774	1494	792	1536	1002	1030
AC115970.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5426	6	2	2	3	2	2	0	1	3	1	0	1	1	2	0	2	1	0	2
Gm22913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930459C07Rik	0	1	0	0	2	0	0	0	0	0	0	0	5	5	0	1	5	7	2
AC153938.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
Gm33782	101	133	39	43	117	75	128	73	91	88	63	66	448	401	424	557	432	408	547
AC153938.2	0	0	0	0	0	0	0	0	0	0	0	0	8	3	11	4	0	4	0
Gm20091	1	1	2	1	2	1	2	1	1	0	0	0	30	10	32	31	39	12	35
Gm8601	0	0	0	0	0	0	1	1	0	0	0	1	1	3	1	1	0	0	0
AC153365.1	0	2	5	0	0	6	0	18	4	0	13	19	19	24	26	176	125	24	106
Gm33843	0	4	2	0	2	1	0	4	1	0	1	6	0	1	0	14	3	2	4
Btg1	8258	14560	15250	12807	29988	36067	40190	29017	24010	58401	61930	63847	10782	8700	15411	5710	7739	10164	8845
AC152946.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC152946.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC152946.1	0	0	0	0	0	0	0	1	0	1	15	0	0	0	0	0	0	0	0
Gm24587	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Gm33981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930556N09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC153936.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8613	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm18515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir3966	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Dcn	27	9	7	18	23	22	38	17	21	0	1	2	2	0	0	49	573	29	465
Lum	0	0	0	9	11	2	0	0	1	0	0	0	3	0	0	0	4	0	0
4930473O22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epyc	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	7	0
Gm10754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccer1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930525C09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
C030005K15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Gm25658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC116465.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm5427	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Atp2b1	4871	4073	2374	1719	5680	5306	5517	5182	3881	3311	3617	3196	5879	6290	8300	2929	5668	5734	5549
AC160410.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
AC153504.1	45	66	53	28	53	39	49	27	42	67	69	78	7	16	25	7	15	15	21
Poc1b	1184	1436	1925	1088	1457	1223	1365	1717	1024	1760	1843	2142	1151	1339	1019	1283	1344	1025	1134
Galnt4	469	384	453	396	384	526	412	570	473	596	623	617	890	1011	819	575	838	586	942
Phxr2	16	0	3	0	4	0	5	1	2	31	3	3	0	5	18	13	16	20	5
Gm16239	3	1	3	11	0	4	3	0	0	1	0	0	0	0	11	21	6	0	5
Gm34574	7	13	20	23	7	7	3	4	6	5	2	2	25	11	21	6	12	10	14
AC153821.2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0
Gm34777	0	2	1	13	1	6	5	3	0	14	6	3	3	0	5	7	14	15	0
Dusp6	925	2125	3108	3782	2773	2535	3088	2906	3154	2031	2090	1774	11235	10976	9731	3992	15986	17595	23068
Gm34921	2	0	0	0	0	3	0	0	0	0	3	1	1	8	4	2	3	2	3
AC153821.1	0	0	0	2	0	0	0	1	2	0	2	0	4	3	4	0	9	4	0
B530045E10Rik	0	1	4	0	0	4	1	5	10	3	3	8	7	3	0	1	2	2	0
Gad1-ps	0	0	0	0	11	0	0	4	0	0	14	20	63	54	0	0	212	131	84
Gm35035	76	65	12	14	49	43	48	35	44	6	27	18	182	242	204	25	96	171	94
Gm34983	8	21	2	4	8	14	11	4	11	0	2	2	64	85	56	16	38	56	43
AC155286.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm20110	0	0	0	0	0	0	1	0	0	3	3	2	0	0	0	1	0	0	1
Gm18409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Gm35101	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0
AC158633.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csl	15	15	17	6	13	13	7	27	16	7	9	14	5	4	1	2	3	4	13
Gm35206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC158633.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm17870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Kitl	11	0	63	19	10	9	34	10	0	1	62	1	2	2	9	10	7	1	33
AC167229.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm22918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC167229.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Gm8689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9476	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC164629.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC164629.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC164629.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AC164629.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC164629.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmtc3	163	21	25	7	25	33	10	44	46	60	190	101	73	31	106	234	215	246	307
Cep290	353	20	83	44	51	30	71	25	34	139	177	122	72	134	172	62	193	149	214
4930430F08Rik	214	250	263	85	207	184	204	149	204	334	295	313	212	268	339	79	290	263	230
AC153501.1	2	0	0	0	0	0	2	0	0	4	2	3	0	0	1	0	0	0	3
1700017N19Rik	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AC153840.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mgat4c	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
AC153932.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir3059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC168058.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC131720.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC131720.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC131720.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nts	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	24
Rassf9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1
AC153361.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC153361.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5175	3	3	1	2	1	2	2	1	1	2	0	2	1	1	1	0	0	2	1
Alx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrriq1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	3	0	0
Gm25376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC122850.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Slc6a15	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	2	0
Gm8768	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
AC152414.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC152414.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC123064.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC123064.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26923	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0
AC122905.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC122905.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC148335.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC192091.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC192091.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC141895.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmtc2	1	0	17	1	13	1	0	0	9	4	1	3	1	0	0	0	5	6	5
AC121844.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC121844.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC121844.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15666	0	0	1	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
AC140299.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140299.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm15663	2	0	0	0	0	0	0	0	0	0	0	8	0	1	0	1	0	0	0
Mettl25	408	384	515	515	518	499	460	529	562	443	487	511	523	415	526	228	576	478	636
n-R5s80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC125108.1	0	0	4	8	5	0	0	5	7	1	12	0	0	5	6	0	0	9	0
Ccdc59	3356	2274	2353	2511	1925	1856	2196	2384	2312	2339	1924	2018	2496	3068	3669	2908	2579	2483	2470
Gm24237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8796	1	1	0	0	0	2	0	0	0	0	0	1	0	1	0	2	1	0	0
AC122024.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC122024.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC122024.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps15a-ps1	0	1	3	2	3	0	2	0	1	1	0	0	2	1	1	1	1	2	1
